Code	EconomicType	FgTitle	StateTitle	LgTitle	ACCOUNT TYPE	LEVEL	TYPE
44020102	Liabilities	PROV. FOR DEP - INVESTMENT PROPERTY - BUILDINGS - RESIDENTIAL	PROV. FOR DEP - INVESTMENT - LAND & BUILDINGS - RESIDENTIAL	PROV. FOR DEP - INVESTMENT - LAND & BUILDINGS - RESIDENTIAL	LIABILITY	5	DETAIL
44020103	Liabilities	PROV. FOR DEP - INVESTMENT PROPERTY- SILOS & OTHER STORAGE FACILITIES	PROV. FOR DEP - INVESTMENT PROPERTY- SILOS & OTHER STORAGE FACILITIES	PROV. FOR DEP - INVESTMENT PROPERTY- SILOS & OTHER STORAGE FACILITIES	LIABILITY	5	DETAIL
4403	Liabilities	ACCUMULATED PROVISION FOR AMMORTIZATION	ACCUMULATED PROVISION FOR AMMORTIZATION	ACCUMULATED PROVISION FOR AMMORTIZATION			
440301	Liabilities	ACCUMULATED PROVISION FOR AMMORTIZATION	ACCUMULATED PROVISION FOR AMMORTIZATION	ACCUMULATED PROVISION FOR AMMORTIZATION			
44030101	Liabilities	GOODWILL	GOODWILL	GOODWILL			
44030102	Liabilities	PATENT RIGHT	PATENT RIGHT	PATENT RIGHT			
44030103	Liabilities	COPYRIGHT	COPYRIGHT	COPYRIGHT			
44030104	Liabilities	TRADE MARK	TRADE MARK	TRADE MARK			
44030105	Liabilities	FRANCHISE	FRANCHISE	FRANCHISE			
44030106	Liabilities	RESEARCH & DEVELOPMENT	RESEARCH & DEVELOPMENT	RESEARCH & DEVELOPMENT			
44030107	Liabilities	BROADCAST RIGHT	BROADCAST RIGHT	BROADCAST RIGHT			
4404	Liabilities	ACCUMULATED PROVISION FOR IMPAIRMENT - PPE	ACCUMULATED PROVISION FOR IMPAIRMENT - PPE	ACCUMULATED PROVISION FOR IMPAIRMENT - PPE	LIABILITY	3	DETAIL
440401	Liabilities	ACCUMULATED PROV. FOR IMPAIRMENT - LAND & BUILDINGS -GENERAL	ACCUMULATED PROV. FOR IMPAIRMENT - LAND & BUILDINGS -GENERAL	ACCUMULATED PROV. FOR IMPAIRMENT - LAND & BUILDINGS -GENERAL	LIABILITY	4	DETAIL
44040101	Liabilities	PROV. FOR IMPAIRMENT - LAND & BUILDINGS - ADMINISTRATIVE	PROV. FOR IMPAIRMENT - LAND & BUILDINGS - ADMINISTRATIVE	PROV. FOR IMPAIRMENT - LAND & BUILDINGS - ADMINISTRATIVE	LIABILITY	5	DETAIL
44040102	Liabilities	PROV. FOR IMPAIRMENT - LAND & BUILDINGS - RESIDENTIAL	PROV. FOR IMPAIRMENT - LAND & BUILDINGS - RESIDENTIAL	PROV. FOR IMPAIRMENT - LAND & BUILDINGS - RESIDENTIAL	LIABILITY	5	DETAIL
44040103	Liabilities	PROV. FOR IMPAIRMENT - SILOS & OTHER STORAGE FACILITIES	PROV. FOR IMPAIRMENT - SILOS & OTHER STORAGE FACILITIES	PROV. FOR IMPAIRMENT - SILOS & OTHER STORAGE FACILITIES	LIABILITY	5	DETAIL
440402	Liabilities	ACCUMULATED PROV. FOR IMPAIRMENT - INFRASTRUCTURE - GENERAL	ACCUMULATED PROV. FOR IMPAIRMENT - INFRASTRUCTURE - GENERAL	ACCUMULATED PROV. FOR IMPAIRMENT - INFRASTRUCTURE - GENERAL	LIABILITY	4	GENERAL
44040201	Liabilities	PROV. FOR IMPAIRMENT - RAILS	PROV. FOR IMPAIRMENT - RAILS	PROV. FOR IMPAIRMENT - RAILS	LIABILITY	5	DETAIL
44040202	Liabilities	PROV. FOR IMPAIRMENT - ROADS & BRIDGES	PROV. FOR IMPAIRMENT - ROADS & BRIDGES	PROV. FOR IMPAIRMENT - ROADS & BRIDGES	LIABILITY	5	DETAIL
44040203	Liabilities	PROV. FOR IMPAIRMENT - AIRPORTS	PROV. FOR IMPAIRMENT - AIRPORTS	PROV. FOR IMPAIRMENT - AIRPORTS	LIABILITY	5	DETAIL
44040204	Liabilities	PROV. FOR IMPAIRMENT - HARBOURS/ SEA PORTS	PROV. FOR IMPAIRMENT - HARBOURS/ SEA PORTS	PROV. FOR IMPAIRMENT - HARBOURS/ SEA PORTS	LIABILITY	5	DETAIL
44040205	Liabilities	PROV. FOR IMPAIRMENT - ZOOS, PARKS & RESERVES	PROV. FOR IMPAIRMENT - ZOOS, PARKS & RESERVES	PROV. FOR IMPAIRMENT - ZOOS, PARKS & RESERVES	LIABILITY	5	DETAIL
44040206	Liabilities	PROV. FOR IMPAIRMENT - SECURITY INSTALLATIONS/ EQUIPMENT	PROV. FOR IMPAIRMENT - SECURITY INSTALLATIONS/ EQUIPMENT	PROV. FOR IMPAIRMENT - SECURITY INSTALLATIONS/ EQUIPMENT	LIABILITY	5	DETAIL
44040207	Liabilities	PROV. FOR IMPAIRMENT - ELECTRICITY TRANSMISSION NETWORK	PROV. FOR IMPAIRMENT - ELECTRICITY TRANSMISSION NETWORK	PROV. FOR IMPAIRMENT - ELECTRICITY TRANSMISSION NETWORK	LIABILITY	5	DETAIL
44040208	Liabilities	PROV. FOR IMPAIRMENT - WATER DISTRIBUTION NETWORK	PROV. FOR IMPAIRMENT - WATER DISTRIBUTION NETWORK	PROV. FOR IMPAIRMENT - WATER DISTRIBUTION NETWORK	LIABILITY	5	DETAIL
44040209	Liabilities	PROV. FOR IMPAIRMENT - SEWAGE/ DRAINAGE NETWORK	PROV. FOR IMPAIRMENT - SEWAGE/ DRAINAGE NETWORK	PROV. FOR IMPAIRMENT - SEWAGE/ DRAINAGE NETWORK	LIABILITY	5	DETAIL
44040210	Liabilities	PROV. FOR IMPAIRMENT - DAMS	PROV. FOR IMPAIRMENT - DAMS	PROV. FOR IMPAIRMENT - DAMS	LIABILITY	5	DETAIL
44040211	Liabilities	PROV. FOR IMPAIRMENT - SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	PROV. FOR IMPAIRMENT - SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	PROV. FOR IMPAIRMENT - SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	LIABILITY	5	DETAIL
44040212	Liabilities	PROV. FOR IMPAIRMENT-BOREHOLES & OTHER WATER FACILITIES	PROV. FOR IMPAIRMENT-BOREHOLES & OTHER WATER FACILITIES	PROV. FOR IMPAIRMENT-BOREHOLES & OTHER WATER FACILITIES			
44040213	Liabilities	PROV. FOR IMPAIRMENT-WASTE DISPOSAL EQUIPMENTS	PROV. FOR IMPAIRMENT-WASTE DISPOSAL EQUIPMENTS	PROV. FOR IMPAIRMENT-WASTE DISPOSAL EQUIPMENTS			
440403	Liabilities	ACCUM. PROV. FOR  IMPAIRMENT -  PLANT & MACHINERY - GENERAL	ACCUM. PROV. FOR  IMPAIRMENT -  PLANT & MACHINERY - GENERAL	ACCUM. PROV. FOR  IMPAIRMENT -  PLANT & MACHINERY - GENERAL	LIABILITY	4	GENERAL
44040301	Liabilities	PROV. FOR IMPAIRMENT - EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	PROV. FOR IMPAIRMENT - EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	PROV. FOR IMPAIRMENT - EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	LIABILITY	5	DETAIL
44040302	Liabilities	PROV. FOR IMPAIRMENT - INDUSTRIAL EQUIPMENT	PROV. FOR IMPAIRMENT - INDUSTRIAL EQUIPMENT	PROV. FOR IMPAIRMENT - INDUSTRIAL EQUIPMENT	LIABILITY	5	DETAIL
44040303	Liabilities	PROV. FOR IMPAIRMENT - NAVIGATIONAL EQUIPMENT	PROV. FOR IMPAIRMENT - NAVIGATIONAL EQUIPMENT	PROV. FOR IMPAIRMENT - NAVIGATIONAL EQUIPMENT	LIABILITY	5	DETAIL
44040304	Liabilities	PROV. FOR IMPAIRMENT - POWER PLANTS	PROV. FOR IMPAIRMENT - POWER PLANTS	PROV. FOR IMPAIRMENT - POWER PLANTS	LIABILITY	5	DETAIL
44040305	Liabilities	PROV. FOR IMPAIRMENT - POWER GENERATING SETS	PROV. FOR IMPAIRMENT - POWER GENERATING SETS	PROV. FOR IMPAIRMENT - POWER GENERATING SETS	LIABILITY	5	DETAIL
44040306	Liabilities	PROV. FOR IMPAIRMENT- BROADCAST & COMMUNICATION EQUIPMENTS	PROV. FOR IMPAIRMENT- BROADCAST & COMMUNICATION EQUIPMENTS	PROV. FOR IMPAIRMENT- BROADCAST & COMMUNICATION EQUIPMENTS			
440404	Liabilities	ACCUM. PROV. FOR  IMPAIRMENT -  TRANSPORTATION EQUIPMENT - GENERAL	ACCUM. PROV. FOR  IMPAIRMENT -  TRANSPORTATION EQUIPMENT - GENERAL	ACCUM. PROV. FOR  IMPAIRMENT -  TRANSPORTATION EQUIPMENT - GENERAL	LIABILITY	4	GENERAL
44040401	Liabilities	PROV. FOR IMPAIRMENT - SHIPS	PROV. FOR IMPAIRMENT - SHIPS	PROV. FOR IMPAIRMENT - SHIPS	LIABILITY	5	DETAIL
44040402	Liabilities	PROV. FOR IMPAIRMENT - AIR CRAFTS	PROV. FOR IMPAIRMENT - AIR CRAFTS	PROV. FOR IMPAIRMENT - AIR CRAFTS	LIABILITY	5	DETAIL
44040403	Liabilities	PROV. FOR IMPAIRMENT - TRAINS	PROV. FOR IMPAIRMENT - TRAINS	PROV. FOR IMPAIRMENT - TRAINS	LIABILITY	5	DETAIL
44040404	Liabilities	PROV. FOR IMPAIRMENT - SEA BOATS	PROV. FOR IMPAIRMENT - SEA BOATS	PROV. FOR IMPAIRMENT - SEA BOATS	LIABILITY	5	DETAIL
44040405	Liabilities	PROV. FOR IMPAIRMENT - MOTOR VEHICLES	PROV. FOR IMPAIRMENT - MOTOR VEHICLES	PROV. FOR IMPAIRMENT - MOTOR VEHICLES	LIABILITY	5	DETAIL
44040406	Liabilities	PROV. FOR IMPAIRMENT - TRICYCLE	PROV. FOR IMPAIRMENT - TRICYCLE	PROV. FOR IMPAIRMENT - TRICYCLE	LIABILITY	5	DETAIL
44040407	Liabilities	PROV. FOR IMPAIRMENT - MOTOR CYCLES	PROV. FOR IMPAIRMENT - MOTOR CYCLES	PROV. FOR IMPAIRMENT - MOTOR CYCLES	LIABILITY	5	DETAIL
44040408	Liabilities	PROV. FOR IMPAIRMENT - BICYCLE	PROV. FOR IMPAIRMENT - BICYCLE	PROV. FOR IMPAIRMENT - BICYCLE	LIABILITY	5	DETAIL
440405	Liabilities	ACCUMULATED PROV. FOR IMPAIRMENT -  OFFICE EQUIPMENT - GENERAL	ACCUMULATED PROV. FOR IMPAIRMENT -  OFFICE EQUIPMENT - GENERAL	ACCUMULATED PROV. FOR IMPAIRMENT -  OFFICE EQUIPMENT - GENERAL	LIABILITY	4	GENERAL
44040501	Liabilities	PROV. FOR IMPAIRMENT - COMPUTERS	PROV. FOR IMPAIRMENT - COMPUTERS	PROV. FOR IMPAIRMENT - COMPUTERS	LIABILITY	5	DETAIL
44040502	Liabilities	PROV. FOR IMPAIRMENT - PRINTERS	PROV. FOR IMPAIRMENT - PRINTERS	PROV. FOR IMPAIRMENT - PRINTERS	LIABILITY	5	DETAIL
44040503	Liabilities	PROV. FOR IMPAIRMENT - SCANNERS	PROV. FOR IMPAIRMENT - SCANNERS	PROV. FOR IMPAIRMENT - SCANNERS	LIABILITY	5	DETAIL
44040504	Liabilities	PROV. FOR IMPAIRMENT - FAX MACHINE	PROV. FOR IMPAIRMENT - FAX MACHINE	PROV. FOR IMPAIRMENT - FAX MACHINE	LIABILITY	5	DETAIL
44040505	Liabilities	PROV. FOR IMPAIRMENT - PHOTOCOPIERS	PROV. FOR IMPAIRMENT - PHOTOCOPIERS	PROV. FOR IMPAIRMENT - PHOTOCOPIERS	LIABILITY	5	DETAIL
44040506	Liabilities	PROV. FOR IMPAIRMENT - TYPE-WRITERS	PROV. FOR IMPAIRMENT - TYPE-WRITERS	PROV. FOR IMPAIRMENT - TYPE-WRITERS	LIABILITY	5	DETAIL
44040507	Liabilities	PROV. FOR IMPAIRMENT - SHREDDING MACHINES	PROV. FOR IMPAIRMENT - SHREDDING MACHINES	PROV. FOR IMPAIRMENT - SHREDDING MACHINES	LIABILITY	5	DETAIL
44040508	Liabilities	PROV. FOR IMPAIRMENT - PROJECTORS	PROV. FOR IMPAIRMENT - PROJECTORS	PROV. FOR IMPAIRMENT - PROJECTORS	LIABILITY	5	DETAIL
44040509	Liabilities	PROV. FOR IMPAIRMENT - BINDING EQUIPMENT	PROV. FOR IMPAIRMENT - BINDING EQUIPMENT	PROV. FOR IMPAIRMENT - BINDING EQUIPMENT	LIABILITY	5	DETAIL
440406	Liabilities	ACCUM. PROV. FOR IMPAIRMENT -  FURNITURE & FITTINGS - GENERAL	ACCUM. PROV. FOR IMPAIRMENT -  FURNITURE & FITTINGS - GENERAL	ACCUM. PROV. FOR IMPAIRMENT -  FURNITURE & FITTINGS - GENERAL	LIABILITY	4	GENERAL
44040601	Liabilities	PROV. FOR IMPAIRMENT - CHAIRS	PROV. FOR IMPAIRMENT - CHAIRS	PROV. FOR IMPAIRMENT - CHAIRS	LIABILITY	5	DETAIL
44040602	Liabilities	PROV. FOR IMPAIRMENT - TABLES	PROV. FOR IMPAIRMENT - TABLES	PROV. FOR IMPAIRMENT - TABLES	LIABILITY	5	DETAIL
44040603	Liabilities	PROV. FOR IMPAIRMENT - SAFES/FILE CABINETS/ CUPBOARDS	PROV. FOR IMPAIRMENT - SAFES/FILE CABINETS/ CUPBOARDS	PROV. FOR IMPAIRMENT - SAFES/FILE CABINETS/ CUPBOARDS	LIABILITY	5	DETAIL
44040604	Liabilities	PROV. FOR IMPAIRMENT - TELEVISION SETS	PROV. FOR IMPAIRMENT - TELEVISION SETS	PROV. FOR IMPAIRMENT - TELEVISION SETS	LIABILITY	5	DETAIL
44040605	Liabilities	PROV. FOR IMPAIRMENT - RADIO SETS	PROV. FOR IMPAIRMENT - RADIO SETS	PROV. FOR IMPAIRMENT - RADIO SETS	LIABILITY	5	DETAIL
44040606	Liabilities	PROV. FOR IMPAIRMENT - AIR -CONDITIONER	PROV. FOR IMPAIRMENT - AIR -CONDITIONER	PROV. FOR IMPAIRMENT - AIR -CONDITIONER	LIABILITY	5	DETAIL
44040607	Liabilities	PROV. FOR IMPAIRMENT - STOOLS	PROV. FOR IMPAIRMENT - STOOLS	PROV. FOR IMPAIRMENT - STOOLS	LIABILITY	5	DETAIL
44040608	Liabilities	PROV. FOR IMPAIRMENT - SHELVES	PROV. FOR IMPAIRMENT - SHELVES	PROV. FOR IMPAIRMENT - SHELVES	LIABILITY	5	DETAIL
44040609	Liabilities	PROV. FOR IMPAIRMENT - CEILING FANS	PROV. FOR IMPAIRMENT - CEILING FANS	PROV. FOR IMPAIRMENT - CEILING FANS	LIABILITY	5	DETAIL
44040610	Liabilities	PROV. FOR IMPAIRMENT - REFRIDGERATOR	PROV. FOR IMPAIRMENT - REFRIDGERATOR	PROV. FOR IMPAIRMENT - REFRIDGERATOR			
4405	Liabilities	ACCUM. PROVISION FORIMPAIRMENT - INVESTMENT PROPERTY	PROVISION FOR ACCUM. IMPAIRMENT - INVESTMENT PROPERTY	PROVISION FOR ACCUM. IMPAIRMENT - INVESTMENT PROPERTY	LIABILITY	3	GENERAL
440501	Liabilities	ACCUM. PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY - LAND & BUILDING - GENERAL	ACCUM. PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY - LAND & BUILDING - GENERAL	ACCUM. PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY - LAND & BUILDING - GENERAL	LIABILITY	4	GENERAL
44050101	Liabilities	PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY - LAND & BUILDINGS - ADMINISTRATIVE	PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY - LAND & BUILDINGS - ADMINISTRATIVE	PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY - LAND & BUILDINGS - ADMINISTRATIVE	LIABILITY	5	DETAIL
44050102	Liabilities	PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY- LAND & BUILDINGS - RESIDENTIAL	PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY- LAND & BUILDINGS - RESIDENTIAL	PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY- LAND & BUILDINGS - RESIDENTIAL	LIABILITY	5	DETAIL
44050103	Liabilities	PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY- SILOS	PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY- SILOS	PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY- SILOS	LIABILITY	5	DETAIL
44050104	Liabilities	PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY-OTHER STORAGE FACILITIES	PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY-OTHER STORAGE FACILITIES	PROV. FOR IMPAIRMENT -  INVESTMENT PROPERTY-OTHER STORAGE FACILITIES			
4406	Liabilities	ACCUMULATED PROVISION FOR IMPAIRMENT - INTANGIBLE	ACCUMULATED PROVISION FOR IMPAIRMENT - INTANGIBLE	ACCUMULATED PROVISION FOR IMPAIRMENT - INTANGIBLE	LIABILITY	3	GENERAL
440601	Liabilities	ACCUMULATED PROVISION FOR IMPAIRMENT - INTANGIBLE	ACCUMULATED PROVISION FOR IMPAIRMENT - INTANGIBLE	ACCUMULATED PROVISION FOR IMPAIRMENT - INTANGIBLE	LIABILITY	4	GENERAL
44060101	Liabilities	PROVISION FOR IMPAIRMENT - GOODWILL	PROVISION FOR IMPAIRMENT - GOODWILL	PROVISION FOR IMPAIRMENT - GOODWILL	LIABILITY	5	DETAIL
44060102	Liabilities	PROVISION FOR IMPAIRMENT - PATENT RIGHT	PROVISION FOR IMPAIRMENT - PATENT RIGHT	PROVISION FOR IMPAIRMENT - PATENT RIGHT	LIABILITY	5	DETAIL
44060103	Liabilities	PROVISION FOR IMPAIRMENT - COPYRIGHT	PROVISION FOR IMPAIRMENT - COPYRIGHT	PROVISION FOR IMPAIRMENT - COPYRIGHT	LIABILITY	5	DETAIL
44060104	Liabilities	PROVISION FOR IMPAIRMENT - TRADE MARK	PROVISION FOR IMPAIRMENT - TRADE MARK	PROVISION FOR IMPAIRMENT - TRADE MARK	LIABILITY	5	DETAIL
44060105	Liabilities	PROVISION FOR IMPAIRMENT - FRANCHISE	PROVISION FOR IMPAIRMENT - FRANCHISE	PROVISION FOR IMPAIRMENT - FRANCHISE	LIABILITY	5	DETAIL
44060106	Liabilities			LIABILITY	5	DETAIL
44060107	Liabilities			LIABILITY	5	DETAIL
44060108	Liabilities	PROVISION FOR IMPAIRMENT- RESEARCH & DEVELOPMENT	PROVISION FOR IMPAIRMENT- RESEARCH & DEVELOPMENT	PROVISION FOR IMPAIRMENT- RESEARCH & DEVELOPMENT			
44060109	Liabilities	PROVISION FOR IMPAIRMENT- BROADCAST RIGHTS	PROVISION FOR IMPAIRMENT- BROADCAST RIGHTS	PROVISION FOR IMPAIRMENT- BROADCAST RIGHTS			
4407	Liabilities	ACCUMULATED PROVISION FOR BAD DEBTS	ACCUMULATED PROVISION FOR BAD DEBTS	ACCUMULATED PROVISION FOR BAD DEBTS	LIABILITY	3	GENERAL
440701	Liabilities	ACCUMULATED PROVISION FOR BAD DEBTS- FOREIGN LOANS	ACCUMULATED PROVISION FOR BAD DEBTS- FOREIGN LOANS	ACCUMULATED PROVISION FOR BAD DEBTS- FOREIGN LOANS	LIABILITY	4	GENERAL
44070101	Liabilities	BILATERAL LOANS	BILATERAL LOANS	BILATERAL LOANS	LIABILITY	5	DETAIL
44070102	Liabilities	MULTI-LATERAL LOANS	MULTI-LATERAL LOANS	MULTI-LATERAL LOANS			
440702	Liabilities	ACCUMULATED PROVISION FOR BAD DEBTS- DOMESTIC LOANS	ACCUMULATED PROVISION FOR BAD DEBTS- DOMESTIC LOANS	ACCUMULATED PROVISION FOR BAD DEBTS- DOMESTIC LOANS	LIABILITY	4	GENERAL
44070201	Liabilities	LOANS TO STATES	LOANS TO OTHER STATES	LOANS TO STATES	LIABILITY	5	DETAIL
44070202	Liabilities	LOANS TO LOCAL GOVERNMENTS	LOANS TO LOCAL GOVERNMENTS	LOANS TO OTHER LOCAL GOVERNMENTS	LIABILITY	5	DETAIL
44070203	Liabilities	LOANS TO MINISTRIES, DEPARTMENTS & AGENCIES	LOANS TO MINISTRIES, DEPARTMENTS & AGENCIES	LOANS TO MINISTRIES, DEPARTMENTS & AGENCIES	LIABILITY	5	DETAIL
44070204	Liabilities	LOANS GRANTED TO GOVERNMENT OWNED COMPANIES	LOANS GRANTED TO GOVERNMENT OWNED COMPANIES	LOANS GRANTED TO GOVERNMENT OWNED COMPANIES	LIABILITY	5	DETAIL
44070205	Liabilities	LOANS GRANTED TO PRIVATE OWNED COMPANIES	LOANS GRANTED TO PRIVATE OWNED COMPANIES	LOANS GRANTED TO PRIVATE OWNED COMPANIES	LIABILITY	5	DETAIL
